family,d_nom,d_eff,rep,r2_law
michaelis_menten,20,9,11,0.5422587292939904
michaelis_menten,20,9,12,0.5205328002322164
michaelis_menten,20,9,13,0.45171260122366774
michaelis_menten,20,9,14,0.4935184055133589
michaelis_menten,20,9,15,0.5140644221008508
michaelis_menten,20,9,16,0.5369527023789666
michaelis_menten,20,9,17,0.4666368631404304
michaelis_menten,20,9,18,0.5821089068096041
michaelis_menten,20,9,19,0.624828064315788
michaelis_menten,67,3,0,0.7733764354546637
michaelis_menten,67,3,1,0.7553274646010679
michaelis_menten,67,3,2,0.7474784735315707
michaelis_menten,67,3,3,0.6636626578782628
michaelis_menten,67,3,4,0.7467881308304801
michaelis_menten,67,3,5,0.8456631243477201
michaelis_menten,67,3,6,0.7600861889779611
michaelis_menten,67,3,7,0.6963964652760035
michaelis_menten,67,3,8,0.8413815949759273
michaelis_menten,67,3,9,0.815509086915704
michaelis_menten,67,3,10,0.8248761450421681
michaelis_menten,67,3,11,0.7382532009189312
michaelis_menten,67,3,12,0.7317255177699977
michaelis_menten,67,3,13,0.8246373228377398
michaelis_menten,67,3,14,0.8639215221713006
michaelis_menten,67,3,15,0.7448145133149521
michaelis_menten,67,3,16,0.780057442887916
michaelis_menten,67,3,17,0.8547968555455924
michaelis_menten,67,3,18,0.8294238268900415
michaelis_menten,67,3,19,0.8564631273563504
michaelis_menten,67,5,0,0.7341900327466231
michaelis_menten,67,5,1,0.7202885855826677
michaelis_menten,67,5,2,0.7458233276217334
michaelis_menten,67,5,3,0.7382370518840788
michaelis_menten,67,5,4,0.7155565225817712
michaelis_menten,67,5,5,0.7183098821175802
michaelis_menten,67,5,6,0.7216672194183432
michaelis_menten,67,5,7,0.7098879038154997
michaelis_menten,67,5,8,0.744712209855338
michaelis_menten,67,5,9,0.7139318124997261
michaelis_menten,67,5,10,0.7195498850395095
michaelis_menten,67,5,11,0.713694220165572
michaelis_menten,67,5,12,0.7422479635057196
michaelis_menten,67,5,13,0.7374430629213145
michaelis_menten,67,5,14,0.7247123848717614
michaelis_menten,67,5,15,0.7163848602256676
michaelis_menten,67,5,16,0.6754527664695225
michaelis_menten,67,5,17,0.7388188768561137
michaelis_menten,67,5,18,0.7039219027748764
michaelis_menten,67,5,19,0.7341851437413927
michaelis_menten,67,9,0,0.568303487534555
michaelis_menten,67,9,1,0.5303197170339926
michaelis_menten,67,9,2,0.556801524018937
michaelis_menten,67,9,3,0.661937304149973
michaelis_menten,67,9,4,0.5054520198584342
michaelis_menten,67,9,5,0.5295208105082951
michaelis_menten,67,9,6,0.48887011554465354
michaelis_menten,67,9,7,0.5035589903664766
michaelis_menten,67,9,8,0.5935339357618061
michaelis_menten,67,9,9,0.4992784927781928
michaelis_menten,67,9,10,0.5101024271907821
michaelis_menten,67,9,11,0.6074697021242017
michaelis_menten,67,9,12,0.5616507463653707
michaelis_menten,67,9,13,0.5258322863318052
michaelis_menten,67,9,14,0.4990257551865689
michaelis_menten,67,9,15,0.5430276519005581
michaelis_menten,67,9,16,0.5744783521420729
michaelis_menten,67,9,17,0.5984562274361349
michaelis_menten,67,9,18,0.6506685046649157
michaelis_menten,67,9,19,0.568788403446114
random_gp,9,3,0,0.7986937046721644
random_gp,9,3,1,0.7664779937626373
random_gp,9,3,2,0.8227483892006082
random_gp,9,3,3,0.7047702994437484
random_gp,9,3,4,0.08646269990407918
random_gp,9,3,5,0.7781615020017667
random_gp,9,3,6,0.8315641667060072
random_gp,9,3,7,0.8112823446082726
random_gp,9,3,8,0.8036795996341808
random_gp,9,3,9,0.6854426494855217
random_gp,9,3,10,0.5301478687249936
random_gp,9,3,11,0.6877184526770755
random_gp,9,3,12,0.8447557806546659
random_gp,9,3,13,0.5470863380791844
random_gp,9,3,14,0.8142040880694426
random_gp,9,3,15,0.7683465567208908
random_gp,9,3,16,0.6985826861698572
random_gp,9,3,17,0.8235917557752471
random_gp,9,3,18,0.701993111423302
random_gp,9,3,19,0.6415568998985921
random_gp,9,5,0,0.4626126295341394
random_gp,9,5,1,0.5807664471922116
random_gp,9,5,2,0.6840001463526477
random_gp,9,5,3,0.674758805227625
random_gp,9,5,4,0.13966695984247535
random_gp,9,5,5,0.4803003051866588
random_gp,9,5,6,0.5648989050775071
random_gp,9,5,7,0.6956842184698053
random_gp,9,5,8,0.6847653833306002
random_gp,9,5,9,0.7048234958843655
random_gp,9,5,10,0.6540467662069881
random_gp,9,5,11,0.7595499290097418
random_gp,9,5,12,0.48676208039608293
random_gp,9,5,13,0.6933493664623599
random_gp,9,5,14,0.724392738613356
random_gp,9,5,15,0.6759033524574092
random_gp,9,5,16,0.5120631920500764
random_gp,9,5,17,0.7006938209108776
random_gp,9,5,18,0.47677319768208415
random_gp,9,5,19,0.5320567519405839
random_gp,9,9,0,0.6362124638856219
random_gp,9,9,1,0.38136650769690905
random_gp,9,9,2,0.4048570346294169
random_gp,9,9,3,0.45880317158631956
random_gp,9,9,4,0.5830249707771382
random_gp,9,9,5,0.47360615979707743
random_gp,9,9,6,0.565655959866713
random_gp,9,9,7,0.5276555298119743
random_gp,9,9,8,0.40111029834399503
random_gp,9,9,9,0.4311482645702459
random_gp,9,9,10,0.40104333866098607
random_gp,9,9,11,0.4100407066461187
random_gp,9,9,12,0.5730049866439617
random_gp,9,9,13,0.48354791838167843
random_gp,9,9,14,0.5352142580933634
random_gp,9,9,15,0.4543290566821361
random_gp,9,9,16,0.39545594048225174
random_gp,9,9,17,0.4833634588699066
random_gp,9,9,18,0.40536949388467847
random_gp,9,9,19,0.6222001919869291
random_gp,20,3,0,0.8410941177078926
random_gp,20,3,1,0.6918087536709813
random_gp,20,3,2,0.6075949194216181
random_gp,20,3,3,0.7450796598002012
random_gp,20,3,4,0.7933972744076826
random_gp,20,3,5,-1.473923330922621
random_gp,20,3,6,0.7626132633859897
random_gp,20,3,7,0.796514018959952
random_gp,20,3,8,0.8270621577084152
random_gp,20,3,9,0.8102156729526064
random_gp,20,3,10,0.6778567369298613
random_gp,20,3,11,0.6529157204391589
random_gp,20,3,12,0.5398832002442104
random_gp,20,3,13,0.8003065965722148
random_gp,20,3,14,0.8252584708999913
random_gp,20,3,15,0.7189686745421963
random_gp,20,3,16,0.7612035864357559
random_gp,20,3,17,0.5025381115239451
random_gp,20,3,18,0.6629444136871518
random_gp,20,3,19,0.8279404888205684
random_gp,20,5,0,0.7864166098877515
random_gp,20,5,1,0.6465802928759508
random_gp,20,5,2,0.6636047098844444
random_gp,20,5,3,0.7726042119908281
random_gp,20,5,4,0.6538010379627944
random_gp,20,5,5,0.7515029482448969
random_gp,20,5,6,0.7246176429328433
random_gp,20,5,7,0.72674183872468
random_gp,20,5,8,0.8037761021126414
random_gp,20,5,9,0.46746102420877933
random_gp,20,5,10,0.6662547591214933
random_gp,20,5,11,0.6839951236098294
random_gp,20,5,12,0.6254348938814291
random_gp,20,5,13,0.8158145728845683
random_gp,20,5,14,0.5872357122309019
random_gp,20,5,15,0.5451131783446965
random_gp,20,5,16,0.5891485640974341
random_gp,20,5,17,0.7124609162898013
random_gp,20,5,18,0.6992909318059626
random_gp,20,5,19,0.6455589002910112
random_gp,20,9,0,0.5441304619049777
random_gp,20,9,1,0.40124305442000696
random_gp,20,9,2,0.5044077495947159
random_gp,20,9,3,0.3363017294542069
random_gp,20,9,4,0.6910328991057204
random_gp,20,9,5,0.4948271220247872
random_gp,20,9,6,0.4238821010082372
random_gp,20,9,7,0.48111300986636685
random_gp,20,9,8,0.5935216171526083
random_gp,20,9,9,0.47702646107456603
random_gp,20,9,10,0.4814841534307348
random_gp,20,9,11,0.428415291910782
random_gp,20,9,12,0.48443639481250356
random_gp,20,9,13,0.5679915293830069
random_gp,20,9,14,0.29690755279915626
random_gp,20,9,15,0.4910593435797751
random_gp,20,9,16,0.5619861800483859
random_gp,20,9,17,0.5414664321000491
random_gp,20,9,18,0.4869092331278364
random_gp,20,9,19,0.5635364258554412
random_gp,67,3,0,0.7943330190132611
random_gp,67,3,1,0.8097849135364051
random_gp,67,3,2,0.7395796515150327
random_gp,67,3,3,0.45768987219903134
random_gp,67,3,4,0.8231510728414423
random_gp,67,3,5,0.6595908597519586
random_gp,67,3,6,0.777494413801445
random_gp,67,3,7,0.7730233337709937
random_gp,67,3,8,0.6392456858763877
random_gp,67,3,9,0.8399089721469191
random_gp,67,3,10,0.6644167984498339
random_gp,67,3,11,0.6671865014630554
random_gp,67,3,12,0.6514867651323522
random_gp,67,3,13,0.758590833929601
random_gp,67,3,14,0.7568517909688749
random_gp,67,3,15,0.8013828881765588
random_gp,67,3,16,0.6617415817225079
random_gp,67,3,17,0.7730009423111464
random_gp,67,3,18,0.6476661614791066
random_gp,67,3,19,0.7797369362054842
random_gp,67,5,0,0.6979734389557393
random_gp,67,5,1,0.7231898524410698
random_gp,67,5,2,0.6437052214784676
random_gp,67,5,3,0.5701257101810138
random_gp,67,5,4,0.6737179409459245
random_gp,67,5,5,0.4162045309824657
random_gp,67,5,6,0.5364419624474197
random_gp,67,5,7,0.7234826598086236
random_gp,67,5,8,0.598833875406674
random_gp,67,5,9,0.7407883808304673
random_gp,67,5,10,0.5286941044992362
random_gp,67,5,11,0.6635049038373108
random_gp,67,5,12,0.6520969803019678
random_gp,67,5,13,0.6126647615774237
random_gp,67,5,14,0.5629438889594391
random_gp,67,5,15,0.7750578828040475
random_gp,67,5,16,0.6476129179800922
random_gp,67,5,17,0.7177066356576028
random_gp,67,5,18,0.6048842966035981
random_gp,67,5,19,0.7407168636582944
random_gp,67,9,0,0.4846888824973975
random_gp,67,9,1,0.40901020221787976
random_gp,67,9,2,0.4992000265978964
random_gp,67,9,3,0.5455255104678219
random_gp,67,9,4,0.3193700777772973
random_gp,67,9,5,0.3181967578430551
random_gp,67,9,6,0.24132810357208256
random_gp,67,9,7,0.3977771704774328
random_gp,67,9,8,0.4918447486258486
random_gp,67,9,9,0.595300209953965
random_gp,67,9,10,0.40561523217035755
random_gp,67,9,11,0.41726854332642627
random_gp,67,9,12,0.5681308493367445
random_gp,67,9,13,0.35397739080306423
random_gp,67,9,14,0.37736487610099967
random_gp,67,9,15,0.4192298326498648
random_gp,67,9,16,0.527303899460172
random_gp,67,9,17,0.46550478534802364
random_gp,67,9,18,0.593083256446817
random_gp,67,9,19,0.23106690473995029
